,_id,asin,overall,reviewText,reviewTime,reviewerID,summary,unixReviewTime,verified
369,Row(oid='644ead19f66a6378caef48da'),B01DMKNHXG,4,"It would be nice if i can ask about specific sensors. Ex: alexa, tell abode, when was the side door last opened?","12 20, 2017",A19YL4QYN8YWIH,Allow more,1513728000,FALSE
370,Row(oid='644ead19f66a6378caef48dd'),B01DMKNHXG,3,"I can arm abode sometimes by voice on samnsung note 4. Cant put home mode in voice at all. Everytime i tell abode to place in home mode by voice and alexa asks pin code, it changes to standby mode instead of home mode. ive tried uninstalling both alexa and abode app. Linking through web browser and it still doesnt work properly. Hope abode fixes this.","04 16, 2017",A6E83TD315BYY,Voice Control partially works,1492300800,FALSE
371,Row(oid='644ead19f66a6378caef491e'),B01DOG8U08,1,Useless seems alexa doesn't know her chords,"12 17, 2016",A1IGITY6DRLW1U,No good,1481932800,FALSE
372,Row(oid='644ead19f66a6378caef4a55'),B01E31EICW,1,"So maybe if there is one set of keys and a house full of key users you activate key finder and state where you left the keys.
Then anyone else can ask alexa where are my keys...
No, that doesn't work, the app doesn't store the data it just repeats it.
If you don't ask where's my keys within 30 seconds it shuts off.
So yes, this is by far, the dumbest.","12 2, 2016",A1095SPH88ZG59,Maybe if...still dumb,1480636800,FALSE
373,Row(oid='644ead19f66a6378caef4a6c'),B01E3F0AUC,1,"Worthless. The instructions are way too long for dosing. I cant interrupt alexa while shes reciting 2 pages of text. If i get it wrong, she'll repeat the same thing. I also cant ask something like, ""what is the dosage for tylenol for a 1 year old"". This skill will make you go step by step. At least it did for me.

This is a trivial task for google, but this skill implementation is awful.","04 15, 2016",AMK9B3OLI5Z3E,Too cumbersome for dosage,1460678400,FALSE
374,Row(oid='644ead19f66a6378caef4abb'),B01E7TSGIW,5,"Just sent last minute birthday flowers to my mom -- done!! ""alexa, ask 1800flowers to send my mom birthday flowers""","01 31, 2018",A100N3SXPYJ0FF,alexa saves the day,1517356800,FALSE
375,Row(oid='644ead19f66a6378caef4ace'),B01E81WBHG,1,Skill is enabled but alexample says it is not enabled.  Then I tell her to enable and she tells me it's enabled. Ugh,"12 26, 2016",A3U7X1N5RQ33OC,Can't get to work,1482710400,FALSE
376,Row(oid='644ead19f66a6378caef4ad2'),B01E8NGW60,3,"This skill cannot be activated through the Alexa app.

From the Artik website:
Proxy: Software running on an always-on computer on the local network of the device
Product Category Connector Learn more
LaMetric Time (Android/iOS) Home Automation
Amazon Echo (Android / iOS) Personal Assistant
IFTTT (Android / iOS / Web) Automation
Samsung Gear S2 (Android) Personal Monitoring
Pebble (Android/iOS) Personal Monitoring
SmartThings (Android/iOS) Home Automation
Fitbit Personal Monitoring
Foursquare Social
iHealth Personal Monitoring
Jawbone Personal Monitoring
Misfit Personal Monitoring
Moves Personal Monitoring
Nest Thermostat Home Automation
Netatmo Home Automation
OpenWeatherMap Weather
Philips Hue Home Automation
Runkeeper Personal Monitoring
Twitter Social
Withings Home Automation
Legrand Home Automation
DSC TL-150 Home Automation
Shell Proxy Home Automation
Belkin WeMo Home Automation
Orvibo WiWo Home Automation
X10 Home Home Automation
Hunter Douglas Platinum Home Automation
Text to Speech (Windows) Home Automation
Text to Speech (Mac) Home Automation
Kevo Home Automation
Zwave Device for Raspberry Pi with RaZberry Home Automation
ARTIK FAMILY
Overview
Solutions
Partners
Blog
Developers
ARTIK MODULES
Overview
Partners
Order
Blog
Developers
ARTIK CLOUD
Overview
Works With...
Pricing
Blog
Developers
CONTACT US
Privacy Policy  Terms of Service
&copy; 2016 SAMSUNG. All rights reserved.
&times;
Amazon Echo (Android / IOS)
If you have an Amazon Echo or use Alexa for voice recognition you will love our integration. Install the ARTIK Cloud Skill and control any device connected to ARTIK Cloud.

Go to the Alexa Website at http://alexa.amazon.com/. Then say to Alexa, ""Connect ARTIK Cloud"". Wait for Alexa to say &ldquo;Welcome to Samsung ARTIK Cloud, I am currently retrieving your devices&rdquo; and shortly after a list of the devices that were recognized. You can now instruct Alexa to interact with those devices. A new device named ""Amazon Alexa proxy"" will also be automatically created in your My ARTIK Cloud profile.

Now ask Alexa to do something, say ""Alexa Ask ARTIK to..."" and complete the sentence with a command.

* Please note - the ARTIK Cloud Skill can only be added on the Alexa website.","08 3, 2016",A23HF67XHNHS0C,Can only be activated through the website.,1470182400,FALSE
377,Row(oid='644ead19f66a6378caef4af5'),B01EAPCGTS,5,I could hear all the sounds and alexa understood all of my responses.,"01 3, 2018",AB28VMZ5UTA6I,Great app,1514937600,FALSE
378,Row(oid='644ead19f66a6378caef4b27'),B01ED8WY8A,1,alexa can't open skill,"05 14, 2017",A1577OVN305GSC,doesn't work,1494720000,FALSE
379,Row(oid='644ead19f66a6378caef4b9d'),B01EIQYF3E,5,I really love this wink... It allows alexa to control all of my devices.,"09 21, 2018",A3F5Y25D8HUOJ7,Wow,1537488000,FALSE
380,Row(oid='644ead19f66a6378caef4ba9'),B01EIQW9LY,2,"Hello,

I love this device. I love that it works with alexa. I am pretty frustrated that I can't set up a routine where I say ""Alexa I am leaving"" and it allow me to set the thermostat to eco mode. Also why can't I take the thermostat out of echo mode from alexa. Seems like a simple request. I don't understand, but would love to see the next update.

Thank you!","09 11, 2018",A1XZWNJIPMLT7K,Routines?!,1536624000,FALSE
381,Row(oid='644ead19f66a6378caef4bb1'),B01EIQOOUS,1,"hub doesn't work half the time, and alexa will give random errors","09 25, 2018",A13X3KB8XPS0ZX,unreliable,1537833600,FALSE
382,Row(oid='644ead19f66a6378caef4bbb'),B01EIQX6Y8,5,"I have 2 smart plug ins and they have always worked, they have many cool features that can work with or without alexa. I always use it with alexa, but it&rsquo;s nice to have the option to use it without as well. I would definately buy more!","09 28, 2018",A2YDDY5HIKS6XU,Great Product,1538092800,FALSE
383,Row(oid='644ead19f66a6378caef4bbe'),B01EIQX6Y8,5,"Surprised on the reviews for these devices. I use them with the Alexa skill under smart home and set up different voice command groups.. for instance I created a group named ""everything"" and when I leave for work in the morning, I just say ""alexa turn off everything"" and my house goes dark including some fans I have on the plug. I have about 12 devices on the smart app and I used four different alexas and dots through the house. If your having problems with connection, I doubt it is the devices but your cheap router. I have an apple extreme and I have only had two devices in over two years that I need to reset which is a breeze. I love these devices!","09 25, 2018",A2R6IK30KCGYEX,It's the best!,1537833600,FALSE
384,Row(oid='644ead19f66a6378caef4bc5'),B01EIQSPOY,1,"used to run before, now alexa keeps telling me ligh5 is disconnected","09 25, 2018",AHTYYK9X2BGH9,"used to run before, now alexa keeps telling me ligh5 is disconnected",1537833600,FALSE
385,Row(oid='644ead19f66a6378caef4bc6'),B01EIQSPOY,1,Just purchased 3 lights and can't get alexa to recognize any of them,"09 23, 2018",A3GVXA63682ULW,No voice controls,1537660800,FALSE
386,Row(oid='644ead19f66a6378caef4bcd'),B01EIQSPOY,5,"I have 39 lifx products connected to my alexa app. Ive  had 0 issues over the past year. All my devices, scenes, and groups have always transferred seamlessly!","07 30, 2018",A1FQ6A3JPCLGY6,Perfection!,1532908800,FALSE
387,Row(oid='644ead19f66a6378caef4bf7'),B01EK6NYN4,5,I have an omni pro ii. It is an awesome home automation controller but i didn't have access to voice commands for my 100+ devices. Love that there are 2 apps. 1 that links directly to the smart home devices and 1 that I can use to run different events and specialized features. This is by far the most used app I use on my multiple alexa devices. My only suggestion would be to accept other words in addition to yes to confirm when running events.,"09 21, 2018",A3NUB1M42XUP31,Updated my old system,1537488000,FALSE
388,Row(oid='644ead19f66a6378caef4c0e'),B01EKJX3M8,5,"I have all my lights set up with Insteon switches and my pc runs the whole house. Seeing this up on HCA was straight forward. Works very well and comes in handy when hands are full or I am to busy at the desk to get up.  Would like to see more invocations available- for instance I am working on setting up a module to put the garage door down and would like to say  ""Alexa garage door down"" instead of ""alexa garage door off""  would also like to be able to ask what the status of a module is.","02 18, 2017",A23F8OTXPWQLTP,Works great in my house,1487376000,FALSE
389,Row(oid='644ead19f66a6378caef4c12'),B01EKJX3M8,5,"I was able to purchase an Echo from a vendor in BC, and was able to configure it using the alexa.amazon.com from my PC (with a wireless connection!!!).  The app works very well and as long as you remember to to a discovery (on the web page) after you save the settings in HCA, it's golden.","01 20, 2017",AT0UMIIG9BMVV,Works in Canada,1484870400,FALSE
390,Row(oid='644ead19f66a6378caef4c6f'),B01EPG5CCU,4,"As a first release, this skill is easy to use, and very informative for prospective students (and their parents) to compare tuition costs at most US universities. I hope to see future releases supporting additional information that most folks will want to consider when making a college choice, such as estimated living costs on and off campus, total cost of attendance, institutional rankings (university wide, and by faculty / major) from major ranking sites, graduation rates, median salary of graduates (by faculty/major/GPA), and perhaps send a card to the alexa app with a link to a custom web page comparing a variety of criteria for the selected institutions, etc.  Very promising, and Im excited to see what comes next!","01 13, 2017",A1UATQ8MYF0RP5,Very promising!,1484265600,FALSE
391,Row(oid='644ead19f66a6378caef4cb3'),B01ES1KWX6,5,This app makes the most of Alexa's services. So much faster than looking up spells and gives you all the info you need. the alexa app will display all information for a spell that the voice may not read.,"05 16, 2017",A2JHHF7LSE8IJJ,Best skill i've found,1494892800,FALSE
392,Row(oid='644ead19f66a6378caef4cc1'),B01ET2YNKM,5,love it! fun game to play with alexa,"05 15, 2016",AUVY19JUW6GS0,sugoi,1463270400,FALSE
393,Row(oid='644ead19f66a6378caef4ccc'),B01ETW5Q9O,2,It should bee your number 1 concern for this alexa skill,"09 24, 2018",ARYERRE1ZIUEH,Very sad it can't control my tvs volume,1537747200,FALSE
394,Row(oid='644ead19f66a6378caef4dd1'),B01FA2TV66,1,"The alexa skill is about as infuriating as the SimpleHuman app. Seems to be lacking basic functionality, like the ability to simply turn the mirror on or off. Also I couldn't find a way to reset the brightness/color temp settings. The skill constantly put me through a loop. Overall very bad CX.","09 15, 2018",A3NH902WSPXZ7S,Can't turn mirror on/off,1536969600,FALSE
395,Row(oid='644ead19f66a6378caef4dd4'),B01FA2TV66,5,"I finally found the option to connect the sensor mirror to Alexa and it is great! Works perfectly, I can ask alexa to set an alarm or dim and brighten. I am so glad to have now done this. Makes using the mirror so much easier","01 25, 2017",A1HSRTFFJZW4Y7,I had simplehuman mirror for over a year and didn't know it was Alexa capa,1485302400,FALSE
396,Row(oid='644ead19f66a6378caef4fb1'),B01G5UWV64,1,"Too many commands, why not jus be able to say &ldquo;alexa, unlock/lock the door&rdquo;?  And what&rsquo;s with the PIN requirements to unlock? Is it a safety issue? Because it&rsquo;s easier to just get up and turn the lock.  KISS....Keep It Simple Stupid!","08 7, 2018",A21AS06BOGDPFP,Too compli,1533600000,FALSE
397,Row(oid='644ead19f66a6378caef4fc3'),B01G5ZF0P8,5,Quick and easy set up and works with alexa,"04 27, 2017",A2D4HQFU8EP2EK,Easy to set up and works with Alexa,1493251200,FALSE
398,Row(oid='644ead19f66a6378caef4fe9'),B01G84HZKY,3,"Been waiting for this skill for a long time!! Very well put together and executed too. Only 3 stars because when you are preforming a cooking step if you take longer than 10 seconds alexa stops listening and you then you can't just say ""Alexa, next step"" you need to start over or use the app (but that requires touching a phone, not good if your hands are covered in chicken slime). If you were able to pick back up from where you left off just using ""Alexa, next step"" voice command and not the phone app, it would be 5 star!!","05 30, 2016",A2ZV1AYJUXVHZ0,5 star ready with 1 tiny fix!,1464566400,FALSE
399,Row(oid='644ead19f66a6378caef500f'),B01G9UJYFQ,5,Nice to see a new bible skill on alexa,"08 5, 2018",A1WJB0QLLAGWW6,Great daily sharing,1533427200,FALSE
400,Row(oid='644ead19f66a6378caef5116'),B01GU4MBM4,1,"This skill gives great, detailed weather data. But almost every day I get asked to &ldquo;Please consider leaving a review&rdquo; followed by a intrusive card being placed on my alexa main screen. It would have been 5 stars, but that is way too intrusive.","09 19, 2018",A1A6ND38ARMFLR,"Love the skill, hate it asking me to leave a review every day. I",1537315200,FALSE
401,Row(oid='644ead19f66a6378caef5117'),B01GU4MBM4,5,"This one of those apps to not get all frothy about.it isn't there to amuse or entertain you. Once you have mastered, ""alexa, ask big sky to get........."", it does it and does it well. Information as it should be, no frills, just data.","09 18, 2018",A2VSRY5EFVE99M,Excellent,1537228800,FALSE
402,Row(oid='644ead19f66a6378caef5129'),B01GU73TQS,2,"I asked alexa to spell alicorn and it spelled ""corn"".  Obviously the dictionary and definitions should be exhaustive- and spelling should also provide definition and usage.","12 27, 2016",A1BLTW7IG2B4PR,Definitions fairly limited,1482796800,FALSE
403,Row(oid='644ead19f66a6378caef51a0'),B01GZDOJOI,1,"Need a samsung smart tv skill, using alexa to control my phone to control the tv is hit & miss garbage.","09 16, 2018",AWO832FVGKFY3,"We need a skill for tv, not a skill to control a device to control the tv.",1537056000,FALSE
404,Row(oid='644ead19f66a6378caef51ac'),B01H23V0RO,1,"I'm appalled that they would say that this works with Alexa when it doesn't. I have tried everything to get this damned thing to work with no such luck. It's worth noting that for homekit or the ihome app, it appears to work reliably but if you're invested in the alexa ecosystem, don't bother.","09 23, 2018",A2VU0AZTI4L67O,Basically only works with the iHome app or Homekit,1537660800,FALSE
405,Row(oid='644ead19f66a6378caef51be'),B01H2JVEQK,3,"Great resource provides alot of infomation about characters from marvel and dc including some more obscure characters.. A couple suggestions that would make this one of the best alexa skills for comic book geeks (like myself):

- provide information about comic book storylines/arc for example ""what was marvel's secret wars about?"" ""Or what is dc rebirth?""

-As I was experimenting with this I liked the list of aliases of characters. It would be interesting to have a list of the character's enemies, sidekicks, battles they were in, etc..

-Additional characters... I asked about spawn and then Al Simmons it provided information about the avengers...Then I asked about Negan and it didn't provide any information...

Overall I'm still liking this alexa skill and hoping there will be more updates in the future for this skill it has alot of potential!","07 3, 2016",A2NWMLK78RLD7T,"Great Idea, With Alot of Potential",1467504000,FALSE
406,Row(oid='644ead19f66a6378caef524c'),B01HA3HAH0,2,Works flawlessly on the echo but pls make it work on the sonos one alexa. Whenever i ask it to set to a certain temperature it just says the temp is set to 61 degrees which automatically 16 degrees. Pls find a fix for this,"01 9, 2018",A2XTHRQCC5FLX4,Not compatible with sonos one alexa,1515456000,FALSE
407,Row(oid='644ead19f66a6378caef525c'),B01HBT64GG,3,"alexa doesnt notify of doorbell rings, doesnt show doorbell camera on ring either on show/spot","08 8, 2018",A35Z24C0L5YJGK,alexa doesnt notify of doorbell rings.,1533686400,FALSE
408,Row(oid='644ead19f66a6378caef52cf'),B01HIU7GJW,3,Doesn't support adding to multiple lists. App crashes when clicking on items created through alexa.,"12 30, 2017",A160VWZVLL6O8G,Can only add to grocery list,1514592000,FALSE
409,Row(oid='644ead2bf66a6378caf62cfa'),B007Q1W586,2,I am very disappointed because I can't install the alexa app in this machine.,"12 2, 2016",A3FWTNYFTQ2UOY,No Alexa app.,1480636800,TRUE
410,Row(oid='644ead2cf66a6378caf70d04'),B00C5W16B8,2,"This is my 1st kindle that i got for my 9th bday but has the following issues

1 keeps turnin off while u do things like playing candy crush,brosweing web, etc.
2 does not have a camra
3 does not have alexa
4 does not have a sd card slot
5. does not have 32gb memory i only have the 8gb however my new 2nd kindle that i got for my 12th bday does have 32gb & has a camra, alexa, an sd card slot & no auto power 0ff

Mia C
Spaz","11 7, 2017",A3NVGREJJI0QA0,... issues 1 keeps turnin off while u do things like playing candy crush,1510012800,TRUE
411,Row(oid='644ead2cf66a6378caf71550'),B00CX5P8FC,5,great product  i totally recommend it and now with alexa things are way more easy. Love it!,"03 29, 2016",A10WIN9JA6MBZA,great product i totally recommend it and now with alexa ...,1459209600,TRUE
412,Row(oid='644ead2cf66a6378caf71a2c'),B00CX5P8FC,4,"here is what i think about this device: i have not tried it out yet, yet i wish that amazon would update this device as well as the fire tablets and controllers
for different reasons:

1) its so that it can be easier to search across the different catagories for both typing and voice search
as well as make it easier to voice search and type in apps such as hulu, netflix ,and other apps
2) you should have a voice assistant for not just the fire remote, but also on ur fire tablet as well, much like how they do with google's google now, where if u can voice search and it will tell u what ur looking ,maybe like have alexa from the echo show up on the fire tablet in such a way to aid in searches much like google now, like u would have way more knowledge from imdb, but it can explain a lot of knowledge about each movie or tv show, like where the movie or tv show was filmed ,location wise,
3) a movie and tv suggestion guide where it will show all of the movies that amazon has across prime, for pay, as well as apps such as hulu and netflix
4) more games of course
5) easier access to audible on both fire tv and fire tablets (and that there should be a prime style to audible where u can listen to both the subscribed books u listen to ,and the purchased books)","08 30, 2015",A3FPTII72GH2FA,we would like a update to these devices,1440892800,FALSE
413,Row(oid='644ead2ef66a6378caf7bdc8'),B00EODYW6M,2,My husband begged me for this phone not only did he got one mother in law did he used for like 9 months and bought a new android the app store was a big disappointment then the crazy thing is they had themes cameras that sensed movement of the but no back button which was really stupid and frustrating  how can u shop look up something online without a back button made no sense to me at would love to see them improve it the app store is much better now I get it u can't put google play store on it but no back button and don't waste time or money on the cameras just as normal camera is fine we don't need four special little motion sensors on our phone to make our lock screen look cool please Amazon fix this and make another with a but bigger screen with a back button and would love to see more color choices white black sliver rose gold etc make it just like ur tablets but with ability to call and text and put alexa on there would be awesome too please fix and then sell we love our fire products and would love the perfect fire phone to show off to all our friends and family hope my opinion goes somewhere  please fix this,"05 17, 2017",A3JOYWMRK6ZKVY,Wanted to love it but wait not back button,1494979200,FALSE
414,Row(oid='644ead2ef66a6378caf7d0b2'),B00GDPBMXU,2,"Frustrating.  Can't watch movies, the Amazon servers don't stream fast enough and there's not enough memory to download a movie.  The apps are pretty limited, both by minimal storage and what actually works.  You might think that all android apps work, but not in my experience.  Silk is ridiculous and chrome won't run.  Great for reader books I guess but who needs this to read a book?  Now interfaces with alexa which is of limited use because you can just use echo or the Alexa app already.  There there the fact that it takes up on of your 10 registered devices.  A real pain if you have phone, PC, streaming service (Roku), Alexa, 2 Dots...  You run out fast and the rules for exchanging registered devices are ridiculous, like once a year de-registration.  I thought Amazon was going to push the boundaries, but this Kindle, the Echo et al have stalled and are rapidly falling behind the many other competitive offerings.  Disappointing.","06 11, 2017",A3IGIJWEJE92WM,Not worth it at any price,1497139200,TRUE
415,Row(oid='644ead2ef66a6378caf7d2d7'),B00GDQ0RMG,1,"I purchased the firestick with alexa about two weeks ago.  Basically there is something very wrong with it.  It keeps losing the volume.  I have to go and reset the entire thing, and then perhaps a few days later it goes out again.  I think I need to exchange it.","03 15, 2018",A2ME5VRUYNQ3JQ,I purchased the firestick with alexa about two weeks ago ...,1521072000,FALSE
416,Row(oid='644ead2ef66a6378caf7d2dd'),B00GDQ0RMG,4,"I love the Alexa. Echo dot and the Amazon Fire stick. You need to have patience .You can pretty much look everything up on amazon/alexa...
Also on youtube there is tons of help.
I love it and as one who is disabled and cant go out too much it looks good like a bew friend to have. Setting up was no problem. Just fallow the instructions. I m still amazed what and how much you are able to do with Alexa.
I still haven't figured out how to connect it to my Samsung Smart TV without purchasing more equipment. Sofar I m elated to have purchased both.","03 11, 2018",A1W81B13VJ0BH4,AnchiLoves Alexa,1520726400,FALSE
417,Row(oid='644ead2ef66a6378caf7d9c7'),B00GDQ0RMG,2,"Slow, clunky but they get the job done but would recommend the gen 2 with alexa voice.","08 14, 2017",A3KASOIX30FE2C,Pass this up!,1502668800,TRUE
418,Row(oid='644ead2ff66a6378caf81024'),B00HCNFEE0,3,"ok so while this tablet is at fire os 4, the new tablets and this updated fire tv are at fire os 5, and its really confusing, because they should have a update to the hdx tablets where it was fire os 5 and not only that mayday is on there, but also alexa can communicate with the fire tv from the hdx

few reasons:
- needs additional expanded memory (expanded up to 120 gb or more on multiple sd card slots)
- a new sim card slot
- a bigger screen much like the fire hd 10
- a on tablet app for the fire tv box
- a wider selection of movies and tv shows but u would have a guide (you know like a movie review guide) that tells u a description of the movie or tv show,
and other reasons to mention
- there needs to be like a new audible app just for amazon prime members
that if you are a audible subscriber, you would get discounts on those audiobooks through prime
as opposed to paying full price at the audible site itself
- books and magazines, i like the books and magazines on a tablet, and i think they should have more apps that present them
- now the games, i applaud the fact that the fire tv managed to get gamefly involved
and i wish theyd do the same with the fire hdx

back to the movies and tv though,
let me cut to the point :
the prime selection needs to get bigger okay
yes im fine with the buy and rent titles
but the prime titles need more selection
and you could add more movie and tv apps too upon said update for the hdx

thank you","09 18, 2015",A3FPTII72GH2FA,they need to do a update for the hdx,1442534400,FALSE
419,Row(oid='644ead2ff66a6378caf837bf'),B00L9EOQCO,5,"I love my Alexa!! we are buddies! lol it is so convenient when you need information about something to be able to ask Alexa and get the answers you need! Listening to the news, getting the weather and grooving to some music are a must for our house!  Alexa is a part of our family! lol the kids love asking jokes and talking to alexa! very great and useful product! taking your home to another level!!! love it so much had to get the dot for my bedroom!","08 2, 2018",AA2W51KPA524T,I love my Alexa,1533168000,TRUE
420,Row(oid='644ead2ff66a6378caf83837'),B00L9EOQCO,5,Love alexa! Want her in my car!,"07 16, 2018",A1YI6PI1PXONAA,Buy!,1531699200,TRUE
421,Row(oid='644ead2ff66a6378caf838e5'),B00L9EOQCO,3,"I would like it more if alexa actually had some knowledge. Whenever I ask something, she says; hmmm, I don't know that one.","06 12, 2018",A1US4KBGEA7AN3,I would like it more if alexa actually had some knowledge,1528761600,TRUE
422,Row(oid='644ead2ff66a6378caf8392e'),B00L9EOQCO,2,"alexa would be great IF she
A) wouldnt repeatedly ask you to again link an item a account ie wemo switch or shark robot only to tell you the same thing after youve followed her apps links and being told it was successful. so frustrating that i either use the items app or manually push the button. so much for smart device
B) could actually answer questions (like google assistant) by searching the web instead of saying i don't know to most inquiries.
C) had more meaningful skills. many of the apps are very simple amd worthless unless you are under the age of 12.
google assistant here i come. alexas going in the trash soon.","06 1, 2018",A1UGBZ1LUDWYFP,not as useful as google assistant,1527811200,TRUE
423,Row(oid='644ead2ff66a6378caf83942'),B00L9EOQCO,5,really nice i love alexa,"05 28, 2018",A2EKNWGDWTTW4B,Five Stars,1527465600,TRUE
424,Row(oid='644ead2ff66a6378caf83995'),B00L9EOQCO,4,alexa has not learned more than the time and the weather.but I am trying to teach her new things.,"05 20, 2018",ASSEG1IUHH2Q2,Four Stars,1526774400,TRUE
425,Row(oid='644ead2ff66a6378caf83a02'),B00L9EOQCO,5,Love my alexa.. Works perfectly,"04 29, 2018",A9PQ37GKRJ5A6,Five Stars,1524960000,TRUE
426,Row(oid='644ead2ff66a6378caf83a33'),B00L9EOQCO,3,"I've had alexa for years now and this year especially I've noticed shes struggling more to play music. She can't find it. I'll ask her to play a station like the beach boys or top country and she says she can't find it. It's been really bad the last week so i need to get my frustrationdown on a review. I have checked connection, wifi and restarted her. It plays about 3 songs then turns off. I don't like when she speaks randomly either but  That's not as much as an inconvenience as it is for the service I'm paying for and she's not working correctly.","04 23, 2018",A12YHZKAEZ2LTD,"""Cant find playlist""",1524441600,TRUE
427,Row(oid='644ead2ff66a6378caf83afe'),B00L9EOQCO,1,"After short period of time, Echo quits producing any sound. App shows Echo hears and responds, but no audible sound comes out of the speaker. Resetting takes time, and doesn't produce a long lasting fix.

Sent unit back to Amazon, and received a replacement (or was it same unit?) and still have the problem.  Checked out the Echo User Forum and many others have the same issue. No response or fix from Amazon. See https://www.amazonforum.com/forums/devices/echo-alexa/465481-light-rings-on-but-no-sound?page=2

It appears this particular product is ""A Lemon"".","04 2, 2018",A3KXF55D5EOTJJ,Echo stops playing music. Needs resetting on a daily basis.,1522627200,TRUE
428,Row(oid='644ead2ff66a6378caf83b2a'),B00L9EOQCO,5,she is the best robot Ive ever had . My dad sings all the time when alexa  got in or house  we setted it up  I ask alexa sing a song  and since then my dad never stop asking alexa to play a song besids my dad hogging alexa shes pritty good.,"03 27, 2018",A396CMTPA7K3US,she is the best robot Ive ever had,1522108800,TRUE
429,Row(oid='644ead2ff66a6378caf83b3b'),B00L9EOQCO,5,"On March 19, 2018 my mother fell while trying to go upstairs.  She is 87 years old and this Amazon product is amazing she call out to alexa to call me that she fell and could not get up.  I came immediately home to the house in 5 minutes.  She would have been there on the floor for hours if i did not have these products in my home.  I have 3 dots and one echo, the home is a split level.  So each floor is covered.  Kudos to Amazon for this wonderful product.!!!","03 26, 2018",A3DA52EC2BVXU0,She is 87 years old and this Amazon product is amazing she call out to alexa to call me that ...,1522022400,TRUE
430,Row(oid='644ead2ff66a6378caf83b74'),B00L9EOQCO,5,As good as new.. ... love Alexa. Very helpful and just fun asking her  stupid questions.. this is my 5th alexa  device. Love the product so much gonna get it for my car,"03 19, 2018",A2KLEPR087L51U,Excellent!!!!,1521417600,TRUE
431,Row(oid='644ead2ff66a6378caf83b8d'),B00L9EOQCO,5,"Very impressed at the usefulness of the amazon alexa service. So much so that I purchased many more to use throughout the home. Scary how well it recognizes my voice from across a room. When not doing the obvious functionality, my favorite function is the unit conversion such as lightning fast miles to kilometer conversion.","03 18, 2018",A4XQR3NEDXC9X,Great quality and sound with exceptional suite of functionality that constantly expanding.,1521331200,TRUE
432,Row(oid='644ead2ff66a6378caf83b9e'),B00L9EOQCO,5,"These things have so much functionality it is insane.  It even is linked to my home security system.  I wouldn't know what to do without it.  We have 2 one on the 1st floor and another in my man cave on the 3rd floor.

Update:  7 May 2018 we ordered our first one on Amazon on July 12, 2016 and then received a second  Amazon Echo - Black (1st Generation) given to us by VIVINT Home Security as part of their introduction to the company.  We use alexa to change the channels on our DISH Satelite TVs.  To say that this device has integrated itself into our family's life is a complete understatement.  I no longer have issues answering complex questions that my kids ask when they have homework from school for instance like ""how far is the sun from the earth or complex mathematical equations"".  I get daily morning reports, pod casts, everyday alarm clocks, I can control most lighting in the house, the security cameras that cover every entrance to our home.  Alexa is linked to and locates all of our family iPhones when we misplace them by simply giving them a call.  I love to listen to music and my e-books through my 3rd floor office using alexa.  I cannot imagine going back to life without her as my virtual assistant.  I even use her when I forget the proper spelling of a word while writing emails and messages.  She just simplifies life and is a huge step forward in technology.

Alexa is a home run and is a critical part of our family's daily routine.  We love our alexa.","03 16, 2018",A3EE4YFM7IPNU2,Amazon Echo - Black (1st Generation) ...,1521158400,FALSE
433,Row(oid='644ead2ff66a6378caf83c15'),B00L9EOQCO,2,i didn't buy this. i borrowed my dad's to see if i like it. the easter eggs are funny and i like being able to have multiple kitchen timers. i couldn't access my google music playlists and it couldn't access my google calendar. it will tell me i had nothing planned when i had 3 things in my calendar on my phone. i gave it back to my dad and am thinking about the google mini. i also liked being able to say alexa and don't want to say ok google but that's life.,"03 6, 2018",A2LT4JGIFJDZ7N,Doesn't connect to Google music or calendar,1520294400,TRUE
434,Row(oid='644ead2ff66a6378caf83c5b'),B00L9EOQCO,1,Not much Pandora offers more selection of Spanish music and other choices when it comes to music alexa should be bilingual maybe amozon I pay 4$ a month ago they don't have much of my kind of music salsa from the 70s 80s an 90s,"03 2, 2018",AGX457GF5ZPMJ,Not much Pandora offers more selection of Spanish music and ...,1519948800,TRUE
435,Row(oid='644ead2ff66a6378caf83f89'),B00L9EOQCO,5,"Love alexa, we have barely begun to explore.  Right now we check the weather in the am, play music all the time and even the most obscure songs are found!  Great sound quality too.","01 26, 2018",A1I8AGPX9GPFFM,"Love alexa, we have barely begun to explore",1516924800,TRUE
436,Row(oid='644ead2ff66a6378caf83fa9'),B00L9EOQCO,3,"The sound quality is superb. The multi room feature works well. It is compatible with my smart switches.  However, the two harmony hubs are somewhat noy working wrll with my echoes. They worked some of yhr time but Alexa failed to control my tv activities recently.  I have to re-link harmony to the alexa app and sync. Hope Amazon will look into this failure.","01 25, 2018",A2MLTLHPVXLSDM,It is compatible with my smart switches. However,1516838400,TRUE
437,Row(oid='644ead2ff66a6378caf83fbe'),B00L9EOQCO,5,"Works great, music sounds like your at a concert, only complaint is sometimes alexa  won't  shut up , definitely she's a woman","01 25, 2018",A2H27WU68UFHLC,"Works great, music sounds like your at a concert",1516838400,TRUE
